shortened_url,Final_label,EUIP,EU,label,x,accept,reject,manage,banner,x_salience_avg,accept_salience_avg,reject_salience_avg,manage_salience_avg,banner_salience_avg,x_salience_max,accept_salience_max,reject_salience_max,manage_salience_max,banner_salience_max,image_salience_avg,image_salience_max,Note
aftonbladet.se,manage,FALSE,TRUE,"[{""x"":40.16683442753482,""y"":81.1284046692607,""width"":15.516503162417564,""height"":7.58754863813229,""rotation"":0,""rectanglelabels"":[""manage""],""original_width"":1554,""original_height"":879},{""x"":57.6641677808993,""y"":81.1284046692607,""width"":19.368117422592142,""height"":8.365758754863819,""rotation"":0,""rectanglelabels"":[""accept""],""original_width"":1554,""original_height"":879},{""x"":20.46857863978487,""y"":5.058365758754864,""width"":59.20481348496912,""height"":91.6342412451362,""rotation"":0,""rectanglelabels"":[""banner""],""original_width"":1554,""original_height"":879}]",0,162.0289978932807,0,117.73222243857676,5425.188161754953,0,172.01588312929505,0,107.31334087765623,82.21506616257089,0,255,0,167,255,60.01781083862995,255,
agapea.net,full,FALSE,FALSE,"[{""x"":30.812914081396574,""y"":63.42412451361867,""width"":17.277241109925935,""height"":7.976653696498055,""rotation"":0,""rectanglelabels"":[""reject""],""original_width"":1554,""original_height"":879},{""x"":50.181031503988706,""y"":63.61867704280155,""width"":17.167194988206674,""height"":7.587548638132304,""rotation"":0,""rectanglelabels"":[""accept""],""original_width"":1554,""original_height"":879},{""x"":51.171446599462165,""y"":51.9455252918288,""width"":7.152997911752784,""height"":2.9182879377431874,""rotation"":0,""rectanglelabels"":[""manage""],""original_width"":1554,""original_height"":879},{""x"":28.611991647011102,""y"":24.5136186770428,""width"":41.26729564472756,""height"":50.9727626459144,""rotation"":0,""rectanglelabels"":[""banner""],""original_width"":1554,""original_height"":879}]",0,130.25692695331927,137.81456916477887,20.874507524570358,2103.508065937475,0,139.36216093519465,149.90127456186937,113.07796257796258,107.30959229440606,0,214,223,137,251,66.98778227,255,"ml, mh"
agata.lt,full,FALSE,TRUE,"[{""x"":51.72167720805854,""y"":92.02334630350194,""width"":11.774935023962264,""height"":5.058365758754874,""rotation"":0,""rectanglelabels"":[""manage""],""original_width"":1554,""original_height"":879},{""x"":42.69789522707811,""y"":92.02334630350194,""width"":7.70322852034915,""height"":4.8638132295719885,""rotation"":0,""rectanglelabels"":[""reject""],""original_width"":1554,""original_height"":879},{""x"":35.65494343704461,""y"":92.41245136186771,""width"":5.942490572840768,""height"":4.669260700389103,""rotation"":0,""rectanglelabels"":[""accept""],""original_width"":1554,""original_height"":879},{""x"":0.4401844868770939,""y"":82.68482490272373,""width"":97.61090996499557,""height"":16.92607003891051,""rotation"":0,""rectanglelabels"":[""banner""],""original_width"":1554,""original_height"":879}]",0,27.747037694198124,37.46706478769045,59.56192813677422,1652.1690986293029,0,102.45811240721103,103.39670542635659,100.06059502125076,51.835448806147774,0,175,157,169,175,60.098038311348894,255,
agpplus.cz,full,FALSE,TRUE,"[{""x"":65.02815802239986,""y"":87.36263736263736,""width"":20.90583760449404,""height"":6.593406593406598,""rotation"":0,""rectanglelabels"":[""reject""],""original_width"":1563,""original_height"":939},{""x"":65.02815802239986,""y"":79.3040293040293,""width"":20.90583760449404,""height"":6.593406593406598,""rotation"":0,""rectanglelabels"":[""accept""],""original_width"":1563,""original_height"":939},{""x"":34.65967718070451,""y"":87.91208090997382,""width"":11.11310314765209,""height"":2.0146520146520146,""rotation"":0,""rectanglelabels"":[""manage""],""original_width"":1563,""original_height"":939},{""x"":12.323441114228062,""y"":76.007326007326,""width"":76.36132261852032,""height"":21.245421245421255,""rotation"":0,""rectanglelabels"":[""banner""],""original_width"":1563,""original_height"":939}]",0,137.8406875021586,137.8406875021586,22.38903564545293,1622.3284658879782,0,142.49699122028213,51.57551543849265,82.76648518,65.28734087102177,0,194,127,122,199,56.98423541740338,255,"ml, mh"
agrofert.cz,choices,FALSE,TRUE,"[{""x"":9.684058711296066,""y"":85.99221789883269,""width"":13.755765214909188,""height"":7.392996108949404,""rotation"":0,""rectanglelabels"":[""accept""],""original_width"":1554,""original_height"":879},{""x"":24.540285143397984,""y"":85.99221789883269,""width"":13.975857458347736,""height"":7.198443579766533,""rotation"":0,""rectanglelabels"":[""reject""],""original_width"":1554,""original_height"":879},{""x"":2.1094237467877974e-15,""y"":57.97665369649805,""width"":98.05109445187266,""height"":42.02334630350195,""rotation"":0,""rectanglelabels"":[""banner""],""original_width"":1554,""original_height"":879},{""x"":9.463966467857519,""y"":72.37354085603113,""width"":12.105073389120081,""height"":12.451361867704279,""rotation"":0,""rectanglelabels"":[""manage""],""original_width"":1554,""original_height"":879}]",0,101.6963187094452,100.60442139277548,150.72464920305157,4120.435097588424,0,158.28756290438534,149.56912442396313,123.4484188951786,56.93273233837909,0,254,218,188,254,74.93579854842653,255,
ah.be,full,FALSE,TRUE,"[{""x"":28.06176103841474,""y"":88.32684824902724,""width"":13.095488484593542,""height"":4.280155642023345,""rotation"":0,""rectanglelabels"":[""manage""],""original_width"":1554,""original_height"":879},{""x"":47.870062947883966,""y"":87.35408560311284,""width"":11.224704415365892,""height"":7.3929961089494185,""rotation"":0,""rectanglelabels"":[""reject""],""original_width"":1554,""original_height"":879},{""x"":59.975136337004045,""y"":86.96498054474708,""width"":11.554842780523714,""height"":7.58754863813229,""rotation"":0,""rectanglelabels"":[""accept""],""original_width"":1554,""original_height"":879},{""x"":25.970884725748483,""y"":2.9182879377431887,""width"":47.87019957254087,""height"":94.16389996348632,""rotation"":0,""rectanglelabels"":[""banner""],""original_width"":1554,""original_height"":879}]",0,87.67293160319542,82.98419607,56.05072892,4507.6446837808635,0,176.01876094388393,102.67498901098901,122.63546798029557,111.06094975585684,0,221,199,176,244,88.59818034,255,ml
airfrance.pt,full-m,FALSE,TRUE,"[{""x"":56.12352207682948,""y"":80.1556420233463,""width"":8.913735859261145,""height"":6.809338521400775,""rotation"":0,""rectanglelabels"":[""reject""],""original_width"":1554,""original_height"":879},{""x"":66.02766763012431,""y"":79.1828793774319,""width"":9.463993792788763,""height"":8.171242981509725,""rotation"":0,""rectanglelabels"":[""accept""],""original_width"":1554,""original_height"":879},{""x"":22.999639439328135,""y"":7.782101167315168,""width"":53.702657368396245,""height"":81.32336151256027,""rotation"":0,""rectanglelabels"":[""banner""],""original_width"":1554,""original_height"":879}]",0,77.33259285637678,60.69664495605836,0,4367.280619355246,0,210.77004886461626,149.7246376811594,0,81.64286193422885,0,255,247,0,255,48.096153198542275,255,
alexspa.pl,manage,FALSE,TRUE,"[{""x"":47.649970704445415,""y"":93.3852140077821,""width"":8.80368973754188,""height"":4.280155642023345,""rotation"":0,""rectanglelabels"":[""manage""],""original_width"":1554,""original_height"":879},{""x"":57.334029733473244,""y"":92.60700488445136,""width"":7.813274642068421,""height"":5.05836575875486,""rotation"":0,""rectanglelabels"":[""accept""],""original_width"":1554,""original_height"":879},{""x"":0,""y"":86.38132295719845,""width"":98.16114057359194,""height"":13.229571984435793,""rotation"":0,""rectanglelabels"":[""banner""],""original_width"":1554,""original_height"":879}]",0,39.52240091318654,0,37.68116230076291,1298.6298752926555,0,66.97261549925484,0,39.673837879369955,42.008937252685136,0,127,0,67,129,52.17721451339199,255,ml
aliyun.com,full,FALSE,FALSE,"[{""x"":42.47780298363956,""y"":89.49416342412452,""width"":12.765350119435716,""height"":6.225680933852132,""rotation"":0,""rectanglelabels"":[""manage""],""original_width"":1554,""original_height"":879},{""x"":56.453660441987296,""y"":89.88326848249028,""width"":10.344335441611705,""height"":5.642023346303503,""rotation"":0,""rectanglelabels"":[""accept""],""original_width"":1554,""original_height"":879},{""x"":68.33864158766883,""y"":89.88326848249028,""width"":12.435211754277901,""height"":5.836575875486375,""rotation"":0,""rectanglelabels"":[""reject""],""original_width"":1554,""original_height"":879},{""x"":0,""y"":75.29182879377431,""width"":98.16114057359194,""height"":24.319066147859928,""rotation"":0,""rectanglelabels"":[""banner""],""original_width"":1554,""original_height"":879}]",0,58.36298206,72.57905693,79.47299685251798,2387.1872707585594,0,114.64976549626061,110.44835253689105,67.57952249770432,56.666125325570704,0,172,166,132,172,57.755990998311816,255,
allianz.de,full,FALSE,TRUE,"[{""x"":59.23423423423423,""y"":54.19647192102283,""width"":14.076576576576578,""height"":6.706586826347305,""rotation"":0,""rectanglelabels"":[""accept""],""original_width"":1344,""original_height"":835},{""x"":29.39189189189189,""y"":54.7402492312672,""width"":13.85135135135135,""height"":5.981550412688129,""rotation"":0,""rectanglelabels"":[""manage""],""original_width"":1344,""original_height"":835},{""x"":44.25675675675676,""y"":54.7402492312672,""width"":13.851351351351347,""height"":6.344068619517721,""rotation"":0,""rectanglelabels"":[""reject""],""original_width"":1344,""original_height"":835},{""x"":27.027027027027028,""y"":9.062955170739603,""width"":48.08558558558559,""height"":54.7402492312672,""rotation"":0,""rectanglelabels"":[""banner""],""original_width"":1344,""original_height"":835}]",0,94.40578302853753,87.87392344602246,82.85255639196396,2632.2169393863846,0,151.6624149659864,115.36102657739907,114.05860215053764,111.94882495206997,0,218,162,169,227,66.40861491303109,255,
alstertal-einkaufszentrum.de,full,FALSE,TRUE,"[{""x"":74.39117828222888,""y"":59.72762645914397,""width"":19.368117422592135,""height"":5.252918287937739,""rotation"":0,""rectanglelabels"":[""accept""],""original_width"":1554,""original_height"":879},{""x"":74.50122440394814,""y"":50.778210116731515,""width"":19.368117422592135,""height"":5.4474708171206245,""rotation"":0,""rectanglelabels"":[""reject""],""original_width"":1554,""original_height"":879},{""x"":77.25237744692998,""y"":68.09338521400778,""width"":14.746180310382641,""height"":3.5019455252918306,""rotation"":0,""rectanglelabels"":[""manage""],""original_width"":1554,""original_height"":879},{""x"":0.11004612171927347,""y"":27.431906614785994,""width"":99.81183239938103,""height"":71.7898832684825,""rotation"":0,""rectanglelabels"":[""banner""],""original_width"":1554,""original_height"":879}]",0,101.73913821205977,105.50725444213619,51.64032015309099,7165.479796764904,0,137.04239491549907,150.1686738648948,79.88012396112128,53.704152834273884,0,213,233,127,233,58.86331797423948,255,
alza.cz,full,FALSE,TRUE,"[{""x"":71.30988687408922,""y"":64.59143968871595,""width"":17.387287231645203,""height"":8.171206225680933,""rotation"":0,""rectanglelabels"":[""accept""],""original_width"":1554,""original_height"":879},{""x"":71.19984075236995,""y"":74.5136186770428,""width"":17.607379475083746,""height"":8.754863813229576,""rotation"":0,""rectanglelabels"":[""manage""],""original_width"":1554,""original_height"":879},{""x"":72.1902558478434,""y"":85.60311284046692,""width"":15.186364797259742,""height"":7.198443579766547,""rotation"":0,""rectanglelabels"":[""reject""],""original_width"":1554,""original_height"":879},{""x"":0,""y"":59.72762645914397,""width"":98.16114057359194,""height"":36.964980544747085,""rotation"":0,""rectanglelabels"":[""banner""],""original_width"":1554,""original_height"":879}]",0,142.0751096749219,109.3181901748271,154.15020941221186,3628.524652,0,90.41131687242799,50.81154156577885,74.11342307327709,48.312264723740135,0,152,79,126,152,53.65553242174403,255,rl
amazon.co.uk,full,FALSE,TRUE,"[{""x"":14.966272553821195,""y"":83.46303501945526,""width"":5.502306085963674,""height"":5.447470817120603,""rotation"":0,""rectanglelabels"":[""accept""],""original_width"":1554,""original_height"":879},{""x"":21.45899373525833,""y"":84.04669260700389,""width"":5.942490572840764,""height"":4.280155642023345,""rotation"":0,""rectanglelabels"":[""reject""],""original_width"":1554,""original_height"":879},{""x"":27.73162267325692,""y"":84.04669260700389,""width"":7.373090155191324,""height"":3.891050583657588,""rotation"":0,""rectanglelabels"":[""manage""],""original_width"":1554,""original_height"":879},{""x"":0.11004612171927347,""y"":23.73540856031128,""width"":98.05109445187266,""height"":76.07003891050583,""rotation"":0,""rectanglelabels"":[""banner""],""original_width"":1554,""original_height"":879}]",0,29.973651830152203,25.43478455301494,28.689066751717217,7458.750570171635,0,201.52592054263565,97.78232265446225,73.40485933503837,54.61588671931704,0,255,159,97,255,60.587100264574666,255,ml
amazon.de,full,FALSE,TRUE,"[{""x"":14.966272553821195,""y"":83.65758754863813,""width"":5.832444451121493,""height"":5.252918287937732,""rotation"":0,""rectanglelabels"":[""accept""],""original_width"":1554,""original_height"":879},{""x"":21.348947613539053,""y"":83.65758754863813,""width"":6.162582816279318,""height"":5.252918287937732,""rotation"":0,""rectanglelabels"":[""reject""],""original_width"":1554,""original_height"":879},{""x"":27.841668794976194,""y"":84.04669260700389,""width"":6.932905668314227,""height"":4.474708171206217,""rotation"":0,""rectanglelabels"":[""manage""],""original_width"":1554,""original_height"":879},{""x"":0,""y"":8.171206225680933,""width"":97.94104833015341,""height"":91.63424124513618,""rotation"":0,""rectanglelabels"":[""banner""],""original_width"":1554,""original_height"":879}]",0,30.637354120677035,32.37154397656444,31.02272964420757,8974.75365,0,207.5152890587673,96.43568841,68.82777777777778,49.74090917983716,0,255,176,92,255,48.484370035564574,255,ml
amazon.es,full,FALSE,TRUE,"[{""x"":14.526088066944098,""y"":83.85214007782102,""width"":6.712813424875684,""height"":5.058365758754846,""rotation"":0,""rectanglelabels"":[""accept""],""original_width"":1554,""original_height"":879},{""x"":21.78913210041615,""y"":83.46303501945526,""width"":7.703228520349146,""height"":5.252918287937732,""rotation"":0,""rectanglelabels"":[""reject""],""original_width"":1554,""original_height"":879},{""x"":29.602406742484565,""y"":84.04669260700389,""width"":8.253459128945511,""height"":4.474708171206217,""rotation"":0,""rectanglelabels"":[""manage""],""original_width"":1554,""original_height"":879},{""x"":0.22009224343854694,""y"":1.7509727626459144,""width"":97.72095608671486,""height"":97.85992217898833,""rotation"":0,""rectanglelabels"":[""banner""],""original_width"":1554,""original_height"":879}]",0,33.955865573301004,40.464429970705545,36.93182100500903,9562.965157902252,0,209.6969696969697,86.57862319,64.74414063,46.64776398181178,0,255,163,89,255,44.80332160536938,255,ml
amazon.fr,full,FALSE,TRUE,"[{""x"":14.856226432101922,""y"":90.07782101167315,""width"":7.0429517900335,""height"":4.863813229571974,""rotation"":0,""rectanglelabels"":[""accept""],""original_width"":1554,""original_height"":879},{""x"":22.229316905025005,""y"":89.8832724560934,""width"":6.822859546594959,""height"":5.642023346303489,""rotation"":0,""rectanglelabels"":[""reject""],""original_width"":1554,""original_height"":879},{""x"":29.272268377326743,""y"":90.46692607003891,""width"":9.023781980980427,""height"":4.474708171206217,""rotation"":0,""rectanglelabels"":[""manage""],""original_width"":1554,""original_height"":879},{""x"":0.6602767303156408,""y"":0.19455252918287938,""width"":95.40998753061011,""height"":99.22178988326849,""rotation"":0,""rectanglelabels"":[""banner""],""original_width"":1554,""original_height"":879}]",0,34.255602091602555,38.494732850438396,40.37879096547654,9466.749735527463,0,203.25940803382665,83.52445128994994,69.71994908165121,62.77741537594869,0,255,193,130,255,59.99493179186012,255,ml
amazon.it,full,FALSE,TRUE,"[{""x"":14.966272553821195,""y"":83.85214007782102,""width"":6.05253669456004,""height"":4.6692607003890885,""rotation"":0,""rectanglelabels"":[""accept""],""original_width"":1554,""original_height"":879},{""x"":21.5690398569776,""y"":83.85214007782102,""width"":5.832444451121493,""height"":4.863813229571974,""rotation"":0,""rectanglelabels"":[""reject""],""original_width"":1554,""original_height"":879},{""x"":27.62157655153764,""y"":84.24124513618678,""width"":8.14341300722624,""height"":4.6692607003890885,""rotation"":0,""rectanglelabels"":[""manage""],""original_width"":1554,""original_height"":879},{""x"":0.4401844868770939,""y"":1.3618677042801557,""width"":97.61090996499557,""height"":97.08171206225681,""rotation"":0,""rectanglelabels"":[""banner""],""original_width"":1554,""original_height"":879}]",0,28.26087172557207,28.367920482108367,38.02371832167881,9476.234255356574,0,209.18007265179034,105.50820105820105,68.52439024390245,47.70425420565365,0,255,167,105,255,45.42467674890883,255,ml
amazon.se,full,FALSE,TRUE,"[{""x"":14.416041945224825,""y"":83.0739299610895,""width"":7.923320763787691,""height"":6.031128404669261,""rotation"":0,""rectanglelabels"":[""accept""],""original_width"":1554,""original_height"":879},{""x"":22.669501074170338,""y"":82.87937743190662,""width"":6.052536694560043,""height"":6.420233463035018,""rotation"":0,""rectanglelabels"":[""reject""],""original_width"":1554,""original_height"":879},{""x"":28.83208261952261,""y"":83.2684814968716,""width"":5.722398329402221,""height"":5.447470817120603,""rotation"":0,""rectanglelabels"":[""manage""],""original_width"":1554,""original_height"":879},{""x"":0.5502306085963674,""y"":5.058365758754864,""width"":97.28077159983776,""height"":94.16342412451363,""rotation"":0,""rectanglelabels"":[""banner""],""original_width"":1554,""original_height"":879}]",0,47.78656491778568,38.85869862266175,31.17259790335829,9160.290555315463,0,196.6453443779721,94.75835866261399,70.21212121212122,51.06631009891879,0,255,168,102,255,48.352908491133746,255,ml
ameli.fr,full,FALSE,TRUE,"[{""x"":2.86028602860286,""y"":87.30824471336021,""width"":11.11111111111111,""height"":7.812818318868935,""rotation"":0,""rectanglelabels"":[""accept""],""original_width"":1534,""original_height"":864},{""x"":14.301430143014299,""y"":87.30824471336021,""width"":10.121012101210118,""height"":7.812818318868935,""rotation"":0,""rectanglelabels"":[""reject""],""original_width"":1534,""original_height"":864},{""x"":24.97249724972497,""y"":87.30824471336021,""width"":10.891089108910887,""height"":8.203459234812385,""rotation"":0,""rectanglelabels"":[""manage""],""original_width"":1534,""original_height"":864},{""x"":1.98019801980198,""y"":72.26856944953755,""width"":96.47964796479647,""height"":24.805698162408817,""rotation"":0,""rectanglelabels"":[""banner""],""original_width"":1534,""original_height"":864}]",0,86.80909243187705,79.07362874982859,89.34460552765961,2393.2450262302013,0,101.51619097494981,118.28473760231103,115.96314413426668,69.51837269512504,0,169,171,173,183,65.55384358853638,255,
americanbeagleoutfitters.com,manage,FALSE,FALSE,"[{""x"":3.265822418827883,""y"":82.14936247723132,""width"":25.563506519790668,""height"":5.646630236794181,""rotation"":0,""rectanglelabels"":[""accept""],""original_width"":1260,""original_height"":779},{""x"":2.927978720328447,""y"":88.70673952641167,""width"":25.901350218290105,""height"":4.5537340619307685,""rotation"":0,""rectanglelabels"":[""manage""],""original_width"":1260,""original_height"":779},{""x"":1.8018363870419905,""y"":44.08015007336451,""width"":28.6040998062856,""height"":53.73406193078324,""rotation"":0,""rectanglelabels"":[""banner""],""original_width"":1260,""original_height"":779}]",0,144.34766887313515,0,117.9478607390256,1537.0144704652553,0,142.56429983060417,0,75.03162953254696,75.46447931715464,0,252,0,159,252,75.23126515475681,255,ml
